Model,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Loss,Training_Time_Seconds,Inference_Time_Seconds,Prediction_Latency_ms_per_sample,Model_Size_MB
Centralized,0.9564265337068545,0.8357997764172159,0.8333426421944756,0.8074661523367218,0.9676296638699304,0.9564265337068545,0.9540301947234092,0.09949623048305511,898.107364654541,39.43639087677002,0.1013554470090982,0.4455718994140625
Federated,0.8861034722043744,0.5865809847660413,0.6072895134104829,0.5260620403986327,0.9109552136780382,0.8861034722043744,0.8829253800857118,0.2290910929441452,4757.614710092545,37.126232385635376,0.09541810991193651,0.16747283935546875
